"","lot","supplier","line","grower","dd","port","week","vessel","origin","ca","plastic","brand","pd","days","maxgrade","CR","CRC","CD","CDC","bio","wk","week_date","CR_avg","maxgrade_avg","degreedays","t_max_avg_wk","t_min_avg_wk","rhum_avg_wk","t_avg_mean","prcp_sum_wk","degreedays_wk","crs","crc"
"1720",24037,"APPBOSA","Seatrade Group N.V.","5126",2017-10-02,"Barendrecht (NL)",36,"Atlantic Klipper","Peru","NO CA","BANAVAC","EKOOKE FT",2017-09-05,27,43,0,0,0,0,"1","36",2017-09-03,0,43.9285714285714,700.45,27.6296296296296,17.2796296296296,72.5185185185185,21.3296296296296,NA,700.126923076923,-0.935016242685415,-0.354604887042536
"1721",24038,"APPBOSA","Seatrade Group N.V.","1104",2017-10-02,"Barendrecht (NL)",36,"Atlantic Klipper","Peru","NO CA","BANAVAC","EKOOKE FT",2017-09-05,27,43,0,0,0,0,"1","36",2017-09-03,0,43.9285714285714,700.45,27.6296296296296,17.2796296296296,72.5185185185185,21.3296296296296,NA,700.126923076923,-0.935016242685415,-0.354604887042536
"1722",24039,"APPBOSA","Seatrade Group N.V.","4502",2017-10-02,"Barendrecht (NL)",36,"Atlantic Klipper","Peru","NO CA","BANAVAC","EKOOKE FT",2017-09-05,27,46,0,0,0,0,"1","36",2017-09-03,0,43.9285714285714,700.45,27.6296296296296,17.2796296296296,72.5185185185185,21.3296296296296,NA,700.126923076923,-0.935016242685415,-0.354604887042536
"1723",24040,"APPBOSA","Seatrade Group N.V.","4506",2017-10-02,"Barendrecht (NL)",36,"Atlantic Klipper","Peru","NO CA","BANAVAC","EKOOKE FT",2017-09-05,27,42,0,0,0,0,"1","36",2017-09-03,0,43.9285714285714,700.45,27.6296296296296,17.2796296296296,72.5185185185185,21.3296296296296,NA,700.126923076923,-0.935016242685415,-0.354604887042536
"1724",24043,"APPBOSA","Maersk Line A/S","5310",2017-10-02,"Hamburg (DE)",35,"Nora Maersk","Peru","NO CA","BANAVAC","BIO BIO",2017-09-03,29,44,0,0,0,0,"1","35",2017-09-03,0,43.9285714285714,701.85,26.4222222222222,17.4685185185185,74.1666666666667,20.9462962962963,NA,700.126923076923,-0.88545602565321,-0.464723172043769
"1725",24044,"APPBOSA","Maersk Line A/S","2810",2017-10-02,"Hamburg (DE)",35,"Nora Maersk","Peru","NO CA","BANAVAC","ED BIO FTD",2017-09-03,29,46,0,0,0,0,"1","35",2017-09-03,0,43.9285714285714,701.85,26.4222222222222,17.4685185185185,74.1666666666667,20.9462962962963,NA,700.126923076923,-0.88545602565321,-0.464723172043769
"1726",24045,"APPBOSA","Maersk Line A/S","1703",2017-10-02,"Hamburg (DE)",36,"Nora Maersk","Peru","NO CA","BANAVAC","ED BIO FTD",2017-09-04,28,46,0,0,0,0,"1","36",2017-09-03,0,43.9285714285714,701.1,27.6296296296296,17.2796296296296,72.5185185185185,21.3296296296296,NA,700.126923076923,-0.935016242685415,-0.354604887042536
"1727",24046,"APPBOSA","Maersk Line A/S","2879",2017-10-02,"Hamburg (DE)",36,"Nora Maersk","Peru","NO CA","BANAVAC","ED BIO FTD",2017-09-04,28,46,0,0,0,0,"1","36",2017-09-03,0,43.9285714285714,701.1,27.6296296296296,17.2796296296296,72.5185185185185,21.3296296296296,NA,700.126923076923,-0.935016242685415,-0.354604887042536
"1728",24064,"APOQ","Maersk Line A/S","10022",2017-10-02,"Barendrecht (NL)",35,"Nora Maersk","Peru","CA","POLYPACK","MIGROS SWM",2017-09-02,30,42,0,0,0,0,"0","35",2017-08-27,0,42,700.95,26.4222222222222,17.4685185185185,74.1666666666667,20.9462962962963,NA,702.072222222222,-0.88545602565321,-0.464723172043769
"1729",24065,"APOQ","Maersk Line A/S","15476",2017-10-02,"Barendrecht (NL)",35,"Nora Maersk","Peru","CA","POLYPACK","MIGROS SWM",2017-09-02,30,42,0,0,0,0,"0","35",2017-08-27,0,42,700.95,26.4222222222222,17.4685185185185,74.1666666666667,20.9462962962963,NA,702.072222222222,-0.88545602565321,-0.464723172043769
"1730",24066,"APOQ","Maersk Line A/S","11503",2017-10-02,"Barendrecht (NL)",35,"Nora Maersk","Peru","CA","POLYPACK","EKOOKE SW",2017-09-03,29,42,0.0099009900990099,0,0,0,"1","35",2017-09-03,0.00495049504950495,42.5,701.85,26.4222222222222,17.4685185185185,74.1666666666667,20.9462962962963,NA,700.126923076923,-0.88545602565321,-0.464723172043769
"1731",24067,"APOQ","Maersk Line A/S","11111",2017-10-02,"Barendrecht (NL)",35,"Nora Maersk","Peru","NO CA","BANAVAC","EKOOKE FT",2017-09-03,29,43,0,0,0,0,"1","35",2017-09-03,0,42.5,701.85,26.4222222222222,17.4685185185185,74.1666666666667,20.9462962962963,NA,700.126923076923,-0.88545602565321,-0.464723172043769
"1732",24068,"APOQ","Maersk Line A/S","6",2017-10-02,"Barendrecht (NL)",35,"Nora Maersk","Peru","NO CA","BANAVAC","EDEKA BIO",2017-09-01,31,42,0,0,0,0,"1","35",2017-08-27,0,42,700.75,26.4222222222222,17.4685185185185,74.1666666666667,20.9462962962963,NA,702.072222222222,-0.88545602565321,-0.464723172043769
"1733",24031,"VDCHIRA","Hapag-Lloyd AG","8024",2017-10-04,"Barendrecht (NL)",36,"Cap San Tainaro","Peru","NO CA","BANAVAC","EDEKA BIO",2017-09-06,28,45,0,0,0,0,"1","36",2017-09-03,0,43.4444444444444,699.8,27.6296296296296,17.2796296296296,72.5185185185185,21.3296296296296,NA,700.126923076923,-0.935016242685415,-0.354604887042536
"1734",24032,"VDCHIRA","Hamburg Sud","1525",2017-10-04,"Barendrecht (NL)",36,"Cap San Tainaro","Peru","NO CA","BANAVAC","EKOOKE FT",2017-09-08,26,44,0,0,0,0,"1","36",2017-09-03,0,43.4444444444444,699.15,27.6296296296296,17.2796296296296,72.5185185185185,21.3296296296296,NA,700.126923076923,-0.935016242685415,-0.354604887042536
"1735",24033,"VDCHIRA","Hapag-Lloyd AG","5547",2017-10-04,"Barendrecht (NL)",36,"Cap San Tainaro","Peru","NO CA","BANAVAC","EDEKA BIO",2017-09-07,27,45,0,0,0,0,"1","36",2017-09-03,0,43.4444444444444,699.7,27.6296296296296,17.2796296296296,72.5185185185185,21.3296296296296,NA,700.126923076923,-0.935016242685415,-0.354604887042536
"1736",24034,"VDCHIRA","Hamburg Sud","1434",2017-10-04,"Barendrecht (NL)",36,"Cap San Tainaro","Peru","NO CA","BANAVAC","BIO BIO",2017-09-06,28,42,0,0,0,0,"1","36",2017-09-03,0,43.4444444444444,699.8,27.6296296296296,17.2796296296296,72.5185185185185,21.3296296296296,NA,700.126923076923,-0.935016242685415,-0.354604887042536
"1737",24035,"VDCHIRA","Hamburg Sud","1436",2017-10-04,"Barendrecht (NL)",36,"Cap San Tainaro","Peru","NO CA","BANAVAC","BIO BIO",2017-09-07,27,43,0,0,0,0,"1","36",2017-09-03,0,43.4444444444444,699.7,27.6296296296296,17.2796296296296,72.5185185185185,21.3296296296296,NA,700.126923076923,-0.935016242685415,-0.354604887042536
"1738",24036,"VDCHIRA","Hamburg Sud","1423",2017-10-04,"Barendrecht (NL)",36,"Cap San Tainaro","Peru","NO CA","BANAVAC","ED BIO FTD",2017-09-08,26,42,0,0,0.00980392156862745,0,"1","36",2017-09-03,0,43.4444444444444,699.15,27.6296296296296,17.2796296296296,72.5185185185185,21.3296296296296,NA,700.126923076923,-0.935016242685415,-0.354604887042536
"1739",24041,"APPBOSA","Hamburg Sud","1013",2017-10-04,"Barendrecht (NL)",36,"Cap San Tainaro","Peru","NO CA","BANAVAC","EDEKA BIO",2017-09-08,26,42,0,0,0,0,"1","36",2017-09-03,0,43.9285714285714,699.15,27.6296296296296,17.2796296296296,72.5185185185185,21.3296296296296,NA,700.126923076923,-0.935016242685415,-0.354604887042536
"1740",24042,"APPBOSA","Hamburg Sud","1903",2017-10-04,"Barendrecht (NL)",36,"Cap San Tainaro","Peru","NO CA","BANAVAC","EKOOKE",2017-09-08,26,43,0,0,0,0,"1","36",2017-09-03,0,43.9285714285714,699.15,27.6296296296296,17.2796296296296,72.5185185185185,21.3296296296296,NA,700.126923076923,-0.935016242685415,-0.354604887042536
"1741",24094,"VDCHIRA","Hapag-Lloyd AG","718",2017-10-04,"Barendrecht (NL)",36,"Cap San Tainaro","Peru","NO CA","BANAVAC","EKOOKE ALT",2017-09-05,29,43,0,0,0,0,"1","36",2017-09-03,0,43.4444444444444,700.45,27.6296296296296,17.2796296296296,72.5185185185185,21.3296296296296,NA,700.126923076923,-0.935016242685415,-0.354604887042536
"1742",24102,"APPBOSA","Hamburg Sud","3110",2017-10-04,"Barendrecht (NL)",36,"Cap San Tainaro","Peru","NO CA","BANAVAC","EKOOKE ALT",2017-09-06,28,42,0,0,0,0,"1","36",2017-09-03,0,43.9285714285714,699.8,27.6296296296296,17.2796296296296,72.5185185185185,21.3296296296296,NA,700.126923076923,-0.935016242685415,-0.354604887042536
"1743",24103,"APPBOSA","Hamburg Sud","923",2017-10-04,"Barendrecht (NL)",36,"Cap San Tainaro","Peru","NO CA","BANAVAC","EKOOKE ALT",2017-09-06,28,42,0,0,0,0,"1","36",2017-09-03,0,43.9285714285714,699.8,27.6296296296296,17.2796296296296,72.5185185185185,21.3296296296296,NA,700.126923076923,-0.935016242685415,-0.354604887042536
"1744",24135,"APPBOSA","Hamburg Sud","1106",2017-10-04,"Barendrecht (NL)",36,"Cap San Tainaro","Peru","NO CA","BANAVAC","EKOOKE FT",2017-09-08,26,44,0,0,0,0,"1","36",2017-09-03,0,43.9285714285714,699.15,27.6296296296296,17.2796296296296,72.5185185185185,21.3296296296296,NA,700.126923076923,-0.935016242685415,-0.354604887042536
"1745",24163,"APOQ","Maersk Line A/S","17003",2017-10-09,"Barendrecht (NL)",36,"Nysted Maersk","Peru","CA","POLYPACK","MIGROS SWM",2017-09-08,31,43,0,0,0,0,"0","36",2017-09-03,0.00495049504950495,42.5,699.15,27.6296296296296,17.2796296296296,72.5185185185185,21.3296296296296,NA,700.126923076923,-0.935016242685415,-0.354604887042536
"1746",24164,"APOQ","Maersk Line A/S","13104",2017-10-09,"Barendrecht (NL)",37,"Nysted Maersk","Peru","CA","POLYPACK","MIGROS SWM",2017-09-12,27,43,0,0,0,0,"0","37",2017-09-10,0,45.5,692.9,26.9055555555556,17.3037037037037,76.1481481481482,20.6518518518519,NA,693.5,-0.970941817426052,-0.239315664287558
"1747",24165,"APOQ","Maersk Line A/S","1",2017-10-09,"Barendrecht (NL)",37,"Nysted Maersk","Peru","CA","POLYPACK","EKOOKE SW",2017-09-13,26,48,0,0,0,0,"1","37",2017-09-10,0,45.5,692.65,26.9055555555556,17.3037037037037,76.1481481481482,20.6518518518519,NA,693.5,-0.970941817426052,-0.239315664287558
"1748",24166,"APOQ","Maersk Line A/S","1",2017-10-09,"Barendrecht (NL)",36,"Nysted Maersk","Peru","NO CA","BANAVAC","EDEKA BIO",2017-09-07,32,42,0,0,0,0,"1","36",2017-09-03,0,42.5,699.7,27.6296296296296,17.2796296296296,72.5185185185185,21.3296296296296,NA,700.126923076923,-0.935016242685415,-0.354604887042536
"1749",24170,"APPBOSA","Seatrade Group N.V.","1912",2017-10-09,"Barendrecht (NL)",36,"Luzon Strait","Peru","NO CA","BANAVAC","EKOOKE FT",2017-09-10,29,42,0,0,0,0,"1","36",2017-09-10,0,43,696,27.6296296296296,17.2796296296296,72.5185185185185,21.3296296296296,NA,693.5,-0.935016242685415,-0.354604887042536
"1750",24171,"APPBOSA","Seatrade Group N.V.","3101",2017-10-09,"Barendrecht (NL)",37,"Luzon Strait","Peru","NO CA","BANAVAC","EKOOKE FT",2017-09-11,28,43,0,0,0,0,"1","37",2017-09-10,0,43,694.3,26.9055555555556,17.3037037037037,76.1481481481482,20.6518518518519,NA,693.5,-0.970941817426052,-0.239315664287558
"1751",24172,"APPBOSA","Seatrade Group N.V.","2813",2017-10-09,"Barendrecht (NL)",37,"Luzon Strait","Peru","NO CA","BANAVAC","EKOOKE FT",2017-09-11,28,43,0,0,0,0,"1","37",2017-09-10,0,43,694.3,26.9055555555556,17.3037037037037,76.1481481481482,20.6518518518519,NA,693.5,-0.970941817426052,-0.239315664287558
"1752",24178,"APPBOSA","Maersk Line A/S","5202",2017-10-09,"Hamburg (DE)",36,"Nysted Maersk","Peru","NO CA","BANAVAC","BIO BIO",2017-09-10,29,44,0,0,0,0,"1","36",2017-09-10,0,43,696,27.6296296296296,17.2796296296296,72.5185185185185,21.3296296296296,NA,693.5,-0.935016242685415,-0.354604887042536
"1753",24180,"APPBOSA","Maersk Line A/S","3608",2017-10-09,"Hamburg (DE)",36,"Nysted Maersk","Peru","NO CA","BANAVAC","ED BIO FTD",2017-09-09,30,46,0,0,0,0,"1","36",2017-09-03,0,43.9285714285714,699.1,27.6296296296296,17.2796296296296,72.5185185185185,21.3296296296296,NA,700.126923076923,-0.935016242685415,-0.354604887042536
"1754",24188,"VDCHIRA","Mediterranean Shipping Company BV","1422",2017-10-09,"Antwerpen (BE)",36,"MSC Agrigento","Peru","NO CA","BANAVAC","EKOOKE FT",2017-09-08,31,45,0,0,0,0,"1","36",2017-09-03,0,43.4444444444444,699.15,27.6296296296296,17.2796296296296,72.5185185185185,21.3296296296296,NA,700.126923076923,-0.935016242685415,-0.354604887042536
"1755",24247,"APPBOSA","Seatrade Group N.V.","5323",2017-10-09,"Barendrecht (NL)",37,"Luzon Strait","Peru","NO CA","BANAVAC","EKOOKE FT",2017-09-11,28,44,0,0,0,0,"1","37",2017-09-10,0,43,694.3,26.9055555555556,17.3037037037037,76.1481481481482,20.6518518518519,NA,693.5,-0.970941817426052,-0.239315664287558
"1756",24173,"APPBOSA","Hamburg Sud","4103",2017-10-11,"Barendrecht (NL)",37,"Cma Cgm Tanya","Peru","NO CA","BANAVAC","EDEKA BIO",2017-09-12,29,44,0,0,0,0,"1","37",2017-09-10,0,43,692.9,26.9055555555556,17.3037037037037,76.1481481481482,20.6518518518519,NA,693.5,-0.970941817426052,-0.239315664287558
"1757",24174,"APPBOSA","Hamburg Sud","3810",2017-10-11,"Barendrecht (NL)",37,"Cma Cgm Tanya","Peru","NO CA","BANAVAC","EKOOKE FT",2017-09-12,29,42,0,0,0,0,"1","37",2017-09-10,0,43,692.9,26.9055555555556,17.3037037037037,76.1481481481482,20.6518518518519,NA,693.5,-0.970941817426052,-0.239315664287558
"1758",24175,"APPBOSA","Hamburg Sud","3216",2017-10-11,"Barendrecht (NL)",37,"Cma Cgm Tanya","Peru","NO CA","BANAVAC","EKOOKE FT",2017-09-12,29,44,0,0,0.0198019801980198,0,"1","37",2017-09-10,0,43,692.9,26.9055555555556,17.3037037037037,76.1481481481482,20.6518518518519,NA,693.5,-0.970941817426052,-0.239315664287558
"1759",24176,"APPBOSA","Hamburg Sud","2834",2017-10-11,"Barendrecht (NL)",37,"Cma Cgm Tanya","Peru","NO CA","BANAVAC","EKOOKE ALT",2017-09-12,29,42,0,0,0,0,"1","37",2017-09-10,0,43,692.9,26.9055555555556,17.3037037037037,76.1481481481482,20.6518518518519,NA,693.5,-0.970941817426052,-0.239315664287558
"1760",24177,"APPBOSA","Hamburg Sud","6051",2017-10-11,"Barendrecht (NL)",37,"Cma Cgm Tanya","Peru","NO CA","BANAVAC","EKOOKE ALT",2017-09-13,28,43,0,0,0,0,"1","37",2017-09-10,0,43,692.65,26.9055555555556,17.3037037037037,76.1481481481482,20.6518518518519,NA,693.5,-0.970941817426052,-0.239315664287558
"1761",24195,"VDCHIRA","Hamburg Sud","5536",2017-10-11,"Barendrecht (NL)",37,"Cma Cgm Tanya","Peru","NO CA","BANAVAC","ED BIO FTD",2017-09-15,26,43,0,0,0,0,"1","37",2017-09-10,0,43.3333333333333,690,26.9055555555556,17.3037037037037,76.1481481481482,20.6518518518519,NA,693.5,-0.970941817426052,-0.239315664287558
"1762",24215,"VDCHIRA","Hapag-Lloyd AG","5455",2017-10-11,"Barendrecht (NL)",37,"Cma Cgm Tanya","Peru","NO CA","BANAVAC","EKOOKE ALT",2017-09-11,30,42,0,0,0,0,"1","37",2017-09-10,0,43.3333333333333,694.3,26.9055555555556,17.3037037037037,76.1481481481482,20.6518518518519,NA,693.5,-0.970941817426052,-0.239315664287558
"1763",24296,"APPBOSA","Seatrade Group N.V.","1807",2017-10-13,"Barendrecht (NL)",37,"Schweiz Reefer","Peru","NO CA","BANAVAC","EKOOKE ALT",2017-09-17,26,42,0,0,0,0,"1","37",2017-09-17,0.00286341102057097,43.5714285714286,691.5,26.9055555555556,17.3037037037037,76.1481481481482,20.6518518518519,NA,690.985,-0.970941817426052,-0.239315664287558
"1764",24300,"APPBOSA","Hamburg Sud","7503",2017-10-18,"Barendrecht (NL)",38,"Guayaquil Express","Peru","NO CA","BANAVAC","EDEKA BIO",2017-09-19,29,44,0,0,0,0,"1","38",2017-09-17,0.00286341102057097,43.5714285714286,693.3,26.9666666666667,16.8518518518519,73.5,20.612962962963,NA,690.985,-0.992708874098054,-0.120536680255324
"1765",24301,"APPBOSA","Hamburg Sud","3725",2017-10-18,"Barendrecht (NL)",38,"Guayaquil Express","Peru","NO CA","BANAVAC","EKOOKE FT",2017-09-18,30,44,0,0.00917431192660551,0,0,"1","38",2017-09-17,0.00286341102057097,43.5714285714286,693.2,26.9666666666667,16.8518518518519,73.5,20.612962962963,NA,690.985,-0.992708874098054,-0.120536680255324
"1766",24302,"APPBOSA","Hamburg Sud","4107",2017-10-18,"Barendrecht (NL)",29,"Guayaquil Express","Peru","NO CA","BANAVAC","EKOOKE FT",2017-07-19,91,43,0,0,0,0,"1","29",2017-07-16,0,43.8,823.65,25.9461538461538,18.0769230769231,77.0588235294118,20.9862745098039,NA,824.276315789474,-0.354604887042536,-0.935016242685415
"1767",24332,"VDCHIRA","Hamburg Sud","523",2017-10-18,"Barendrecht (NL)",38,"Guayaquil Express","Peru","NO CA","BANAVAC","EDEKA BIO",2017-09-22,26,42,0,0,0,0,"1","38",2017-09-17,0,43.3333333333333,690.25,26.9666666666667,16.8518518518519,73.5,20.612962962963,NA,690.985,-0.992708874098054,-0.120536680255324
"1768",24333,"VDCHIRA","Hamburg Sud","1446",2017-10-18,"Barendrecht (NL)",38,"Guayaquil Express","Peru","NO CA","BANAVAC","BIO BIO",2017-09-20,28,44,0,0,0,0,"1","38",2017-09-17,0,43.3333333333333,691.25,26.9666666666667,16.8518518518519,73.5,20.612962962963,NA,690.985,-0.992708874098054,-0.120536680255324
"1769",24334,"VDCHIRA","Hamburg Sud","520",2017-10-18,"Barendrecht (NL)",38,"Guayaquil Express","Peru","NO CA","BANAVAC","ED BIO FTD",2017-09-22,26,44,0,0,0,0,"1","38",2017-09-17,0,43.3333333333333,690.25,26.9666666666667,16.8518518518519,73.5,20.612962962963,NA,690.985,-0.992708874098054,-0.120536680255324
"1770",24379,"APOQ","Maersk Line A/S","11111",2017-10-23,"Barendrecht (NL)",38,"Maersk Niagara","Peru","CA","POLYPACK","MIGROS SWM",2017-09-24,29,42,0.00961538461538462,0,0,0,"0","38",2017-09-24,0.00480769230769231,43,690.1,26.9666666666667,16.8518518518519,73.5,20.612962962963,NA,695.529545454546,-0.992708874098054,-0.120536680255324
"1771",24380,"APOQ","Maersk Line A/S","10517",2017-10-23,"Barendrecht (NL)",39,"Maersk Niagara","Peru","CA","POLYPACK","MIGROS SWM",2017-09-26,27,43,0,0,0,0,"0","39",2017-09-24,0.00480769230769231,43,695.45,27.4127272727273,17.4054545454545,74.1636363636364,21.1109090909091,NA,695.529545454546,-1,-1.83690953073357e-16
"1772",24381,"APOQ","Maersk Line A/S","10517",2017-10-23,"Barendrecht (NL)",39,"Maersk Niagara","Peru","CA","POLYPACK","EKOOKE SW",2017-09-27,26,43,0,0,0,0,"1","39",2017-09-24,0.00480769230769231,43,695.85,27.4127272727273,17.4054545454545,74.1636363636364,21.1109090909091,NA,695.529545454546,-1,-1.83690953073357e-16
"1773",24395,"APPBOSA","Seatrade Group N.V.","2862",2017-10-23,"Barendrecht (NL)",39,"Seatrade White","Peru","CA","POLYPACK","MIGROS SWM",2017-09-27,26,42,0,0,0,0,"0","39",2017-09-24,0,42,695.85,27.4127272727273,17.4054545454545,74.1636363636364,21.1109090909091,NA,695.529545454546,-1,-1.83690953073357e-16
"1774",24396,"APPBOSA","Seatrade Group N.V.","2881",2017-10-23,"Barendrecht (NL)",39,"Seatrade White","Peru","NO CA","BANAVAC","EKOOKE FT",2017-09-25,28,42,0,0,0,0,"1","39",2017-09-24,0,43.5,693.55,27.4127272727273,17.4054545454545,74.1636363636364,21.1109090909091,NA,695.529545454546,-1,-1.83690953073357e-16
"1775",24397,"APPBOSA","Seatrade Group N.V.","5338",2017-10-23,"Barendrecht (NL)",39,"Seatrade White","Peru","NO CA","BANAVAC","EKOOKE FT",2017-09-26,27,42,0,0,0,0,"1","39",2017-09-24,0,43.5,695.45,27.4127272727273,17.4054545454545,74.1636363636364,21.1109090909091,NA,695.529545454546,-1,-1.83690953073357e-16
"1776",24398,"APPBOSA","Seatrade Group N.V.","7104",2017-10-23,"Barendrecht (NL)",39,"Seatrade White","Peru","NO CA","BANAVAC","EKOOKE FT",2017-09-26,27,43,0,0,0,0,"1","39",2017-09-24,0,43.5,695.45,27.4127272727273,17.4054545454545,74.1636363636364,21.1109090909091,NA,695.529545454546,-1,-1.83690953073357e-16
"1777",24404,"APPBOSA","Maersk Line A/S","3611",2017-10-23,"Hamburg (DE)",39,"Maersk Niagara","Peru","NO CA","BANAVAC","BIO BIO",2017-09-25,28,45,0,0,0,0,"1","39",2017-09-24,0,43.5,693.55,27.4127272727273,17.4054545454545,74.1636363636364,21.1109090909091,NA,695.529545454546,-1,-1.83690953073357e-16
"1778",24405,"APPBOSA","Maersk Line A/S","5212",2017-10-23,"Hamburg (DE)",38,"Maersk Niagara","Peru","NO CA","BANAVAC","ED BIO FTD",2017-09-22,31,44,0,0.0108695652173913,0,0,"1","38",2017-09-17,0.00286341102057097,43.5714285714286,690.25,26.9666666666667,16.8518518518519,73.5,20.612962962963,NA,690.985,-0.992708874098054,-0.120536680255324
"1779",24406,"APPBOSA","Maersk Line A/S","2222",2017-10-23,"Hamburg (DE)",38,"Maersk Niagara","Peru","NO CA","BANAVAC","ED BIO FTD",2017-09-23,30,44,0,0,0,0,"1","38",2017-09-17,0.00286341102057097,43.5714285714286,689.95,26.9666666666667,16.8518518518519,73.5,20.612962962963,NA,690.985,-0.992708874098054,-0.120536680255324
"1780",24407,"APPBOSA","Maersk Line A/S","1205",2017-10-23,"Hamburg (DE)",38,"Maersk Niagara","Peru","NO CA","BANAVAC","ED BIO FTD",2017-09-23,30,44,0,0,0,0,"1","38",2017-09-17,0.00286341102057097,43.5714285714286,689.95,26.9666666666667,16.8518518518519,73.5,20.612962962963,NA,690.985,-0.992708874098054,-0.120536680255324
"1781",24408,"APPBOSA","Maersk Line A/S","3233",2017-10-23,"Barendrecht (NL)",38,"Maersk Niagara","Peru","NO CA","BANAVAC","EKOOKE FT",2017-09-23,30,43,0,0,0,0,"1","38",2017-09-17,0.00286341102057097,43.5714285714286,689.95,26.9666666666667,16.8518518518519,73.5,20.612962962963,NA,690.985,-0.992708874098054,-0.120536680255324
"1782",24409,"APPBOSA","Maersk Line A/S","3207",2017-10-23,"Barendrecht (NL)",39,"Maersk Niagara","Peru","NO CA","BANAVAC","EKOOKE FT",2017-09-25,28,43,0,0,0,0,"1","39",2017-09-24,0,43.5,693.55,27.4127272727273,17.4054545454545,74.1636363636364,21.1109090909091,NA,695.529545454546,-1,-1.83690953073357e-16
"1783",24437,"VDCHIRA","Mediterranean Shipping Company BV","5456",2017-10-23,"Antwerpen (BE)",39,"MSC Anzu","Peru","NO CA","BANAVAC","EKOOKE FT",2017-09-26,27,43,0,0,0,0,"1","39",2017-09-24,0,43.75,695.45,27.4127272727273,17.4054545454545,74.1636363636364,21.1109090909091,NA,695.529545454546,-1,-1.83690953073357e-16
"1784",24399,"APPBOSA","Hamburg Sud","2816",2017-10-25,"Barendrecht (NL)",39,"CMA CGM Niagara","Peru","NO CA","BANAVAC","EDEKA BIO",2017-09-27,28,45,0,0,0,0,"1","39",2017-09-24,0,43.5,695.85,27.4127272727273,17.4054545454545,74.1636363636364,21.1109090909091,NA,695.529545454546,-1,-1.83690953073357e-16
"1785",24400,"APPBOSA","Hamburg Sud","2814",2017-10-25,"Barendrecht (NL)",39,"CMA CGM Niagara","Peru","NO CA","BANAVAC","MIGROS SWM",2017-09-27,28,42,0,0,0,0,"0","39",2017-09-24,0,43.5,695.85,27.4127272727273,17.4054545454545,74.1636363636364,21.1109090909091,NA,695.529545454546,-1,-1.83690953073357e-16
"1786",24401,"APPBOSA","Hamburg Sud","5213",2017-10-25,"Barendrecht (NL)",39,"CMA CGM Niagara","Peru","NO CA","BANAVAC","MIGROS SWM",2017-09-27,28,44,0,0,0,0,"0","39",2017-09-24,0,43.5,695.85,27.4127272727273,17.4054545454545,74.1636363636364,21.1109090909091,NA,695.529545454546,-1,-1.83690953073357e-16
