"","lot","supplier","line","grower","dd","port","week","vessel","origin","ca","plastic","brand","pd","days","maxgrade","CR","CRC","CD","CDC","bio","wk","week_date","CR_avg","maxgrade_avg","degreedays","t_max_avg_wk","t_min_avg_wk","rhum_avg_wk","t_avg_mean","prcp_sum_wk","degreedays_wk","crs","crc"
"194",16599,"VDCHIRA","Hamburg Sud","1452",2016-03-09,"Barendrecht (NL)",6,"Balthasar Schulte","Peru","NO CA","BANAVAC","EKOOKE ALT",2016-02-12,26,42,0.00980392156862745,0,0,0,"1","06",2016-02-07,0.00826976566171498,43.6363636363636,1155.05,33.8117647058824,24.7960784313725,65.84,28.5764705882353,NA,1149.74545454545,0.663122658240795,0.748510748171101
"195",16611,"APPBOSA","Hamburg Sud","1316",2016-03-09,"Barendrecht (NL)",6,"Balthasar Schulte","Peru","NO CA","BANAVAC","EKOOKE FT",2016-02-12,26,44,0,0,0.0679611650485437,0.00970873786407767,"1","06",2016-02-07,0,44.1428571428571,1155.05,33.8117647058824,24.7960784313725,65.84,28.5764705882353,NA,1149.74545454545,0.663122658240795,0.748510748171101
"196",16612,"APPBOSA","Hamburg Sud","7505",2016-03-09,"Barendrecht (NL)",6,"Balthasar Schulte","Peru","NO CA","BANAVAC","BIO BIO TA",2016-02-10,28,44,0,0,0.0194174757281553,0,"1","06",2016-02-07,0,44.1428571428571,1149.55,33.8117647058824,24.7960784313725,65.84,28.5764705882353,NA,1149.74545454545,0.663122658240795,0.748510748171101
"197",16613,"APPBOSA","Hamburg Sud","2834",2016-03-09,"Barendrecht (NL)",6,"Balthasar Schulte","Peru","NO CA","BANAVAC","BIO BIO TA",2016-02-10,28,45,0,0,0,0,"1","06",2016-02-07,0,44.1428571428571,1149.55,33.8117647058824,24.7960784313725,65.84,28.5764705882353,NA,1149.74545454545,0.663122658240795,0.748510748171101
"198",16614,"APPBOSA","Hamburg Sud","7504",2016-03-09,"Barendrecht (NL)",5,"Balthasar Schulte","Peru","NO CA","BANAVAC","BIO BIO TA",2016-02-06,32,42,0.00909090909090909,0,0,0,"1","05",2016-01-31,0.00521421062021239,43,1138.5,33.4019230769231,24.5942307692308,65.1538461538462,28.4769230769231,NA,1132.03333333333,0.568064746731156,0.822983865893656
"199",16615,"APPBOSA","Hamburg Sud","4417",2016-03-09,"Barendrecht (NL)",6,"Balthasar Schulte","Peru","NO CA","BANAVAC","BIO BIO TA",2016-02-12,26,42,0,0,0.0571428571428571,0,"1","06",2016-02-07,0,44.1428571428571,1155.05,33.8117647058824,24.7960784313725,65.84,28.5764705882353,NA,1149.74545454545,0.663122658240795,0.748510748171101
"200",16616,"APPBOSA","Hamburg Sud","7531",2016-03-09,"Barendrecht (NL)",6,"Balthasar Schulte","Peru","NO CA","BANAVAC","BIO BIO TA",2016-02-12,26,42,0,0,0.0288461538461538,0,"1","06",2016-02-07,0,44.1428571428571,1155.05,33.8117647058824,24.7960784313725,65.84,28.5764705882353,NA,1149.74545454545,0.663122658240795,0.748510748171101
"201",16672,"VDCHIRA","Hapag-Lloyd AG","389",2016-03-09,"Barendrecht (NL)",6,"Balthasar Schulte","Peru","NO CA","BANAVAC","EKOOKE FT",2016-02-12,26,44,0,0,0.0099009900990099,0,"1","06",2016-02-07,0.00826976566171498,43.6363636363636,1155.05,33.8117647058824,24.7960784313725,65.84,28.5764705882353,NA,1149.74545454545,0.663122658240795,0.748510748171101
"202",16673,"VDCHIRA","Mediterranean Shipping Company BV","1627",2016-03-14,"Antwerpen (BE)",7,"Vargas Trader","Peru","NO CA","BANAVAC","EKOOKE",2016-02-15,28,42,0,0,0.0373831775700935,0,"1","07",2016-02-14,0.00661217200600249,43.4444444444444,1167.6,35.4122448979592,25.1,61.5510204081633,29.5448979591837,NA,1176.075,0.748510748171101,0.663122658240795
"203",16674,"VDCHIRA","Mediterranean Shipping Company BV","347",2016-03-14,"Antwerpen (BE)",7,"Vargas Trader","Peru","NO CA","BANAVAC","EKOOKE",2016-02-16,27,42,0.00943396226415094,0,0,0,"1","07",2016-02-14,0.00661217200600249,43.4444444444444,1173.5,35.4122448979592,25.1,61.5510204081633,29.5448979591837,NA,1176.075,0.748510748171101,0.663122658240795
"204",16675,"VDCHIRA","Mediterranean Shipping Company BV","5414",2016-03-14,"Antwerpen (BE)",7,"Vargas Trader","Peru","NO CA","BANAVAC","EKOOKE FT",2016-02-15,28,44,0.0408163265306122,0,0.0612244897959184,0,"1","07",2016-02-14,0.00661217200600249,43.4444444444444,1167.6,35.4122448979592,25.1,61.5510204081633,29.5448979591837,NA,1176.075,0.748510748171101,0.663122658240795
"205",16676,"VDCHIRA","Seatrade Group N.V.","1515",2016-03-14,"Barendrecht (NL)",7,"Atlantic Reefer","Peru","NO CA","BANAVAC","EKOOKE ALT",2016-02-17,26,43,0,0,0.00980392156862745,0,"1","07",2016-02-14,0.00661217200600249,43.4444444444444,1177.65,35.4122448979592,25.1,61.5510204081633,29.5448979591837,NA,1176.075,0.748510748171101,0.663122658240795
"206",16677,"VDCHIRA","Seatrade Group N.V.","122",2016-03-14,"Barendrecht (NL)",7,"Atlantic Reefer","Peru","NO CA","BANAVAC","EKOOKE ALT",2016-02-17,26,43,0,0.00925925925925926,0.0277777777777778,0,"1","07",2016-02-14,0.00661217200600249,43.4444444444444,1177.65,35.4122448979592,25.1,61.5510204081633,29.5448979591837,NA,1176.075,0.748510748171101,0.663122658240795
"207",16678,"VDCHIRA","Seatrade Group N.V.","5524",2016-03-14,"Barendrecht (NL)",5,"Atlantic Reefer","Peru","NO CA","BANAVAC","EKOOKE",2016-02-07,36,43,0,0,0,0,"1","05",2016-02-07,0.00826976566171498,43.6363636363636,1143.25,33.4019230769231,24.5942307692308,65.1538461538462,28.4769230769231,NA,1149.74545454545,0.568064746731156,0.822983865893656
"208",16683,"APOQ","Seatrade Group N.V.","1111",2016-03-14,"Barendrecht (NL)",6,"Atlantic Reefer","Peru","NO CA","BANAVAC","EKOOKE FT",2016-02-14,29,42,0,0,0.157407407407407,0.00925925925925926,"1","06",2016-02-14,0,43.3333333333333,1162.95,33.8117647058824,24.7960784313725,65.84,28.5764705882353,NA,1176.075,0.663122658240795,0.748510748171101
"209",16690,"VDCHIRA","Maersk Line A/S","5602",2016-03-14,"Barendrecht (NL)",6,"Maersk Niagara","Peru","CA","POLYPACK","MIGROS SWM",2016-02-13,30,49,0,0.0294117647058824,0,0,"0","06",2016-02-07,0.0147058823529412,49,1160.15,33.8117647058824,24.7960784313725,65.84,28.5764705882353,NA,1149.74545454545,0.663122658240795,0.748510748171101
"210",16691,"VDCHIRA","Maersk Line A/S","1623",2016-03-14,"Barendrecht (NL)",7,"Maersk Niagara","Peru","CA","POLYPACK","MIGROS SWM",2016-02-15,28,44,0.0078125,0,0.015625,0,"0","07",2016-02-14,0.00390625,43,1167.6,35.4122448979592,25.1,61.5510204081633,29.5448979591837,NA,1176.075,0.748510748171101,0.663122658240795
"211",16703,"APPBOSA","Seatrade Group N.V.","6015",2016-03-14,"Barendrecht (NL)",7,"Atlantic Reefer","Peru","NO CA","BANAVAC","EKOOKE FT",2016-02-17,26,46,0,0,0,0,"1","07",2016-02-14,0.00875498179519819,44,1177.65,35.4122448979592,25.1,61.5510204081633,29.5448979591837,NA,1176.075,0.748510748171101,0.663122658240795
"212",16704,"APPBOSA","Maersk Line A/S","1103",2016-03-14,"Barendrecht (NL)",7,"Maersk Niagara","Peru","CA","POLYPACK","MIGROS SWM",2016-02-15,28,44,0.016260162601626,0,0.00813008130081301,0,"0","07",2016-02-14,0.0409169665467147,44,1167.6,35.4122448979592,25.1,61.5510204081633,29.5448979591837,NA,1176.075,0.748510748171101,0.663122658240795
"213",16705,"APPBOSA","Maersk Line A/S","1608",2016-03-14,"Barendrecht (NL)",7,"Maersk Niagara","Peru","CA","POLYPACK","MIGROS SWM",2016-02-15,28,44,0.0163934426229508,0.0491803278688525,0,0,"0","07",2016-02-14,0.0409169665467147,44,1167.6,35.4122448979592,25.1,61.5510204081633,29.5448979591837,NA,1176.075,0.748510748171101,0.663122658240795
"214",16706,"APPBOSA","Maersk Line A/S","3108",2016-03-14,"Barendrecht (NL)",7,"Maersk Niagara","Peru","NO CA","BANAVAC","EKOOKE FT",2016-02-16,27,42,0,0,0,0,"1","07",2016-02-14,0.00875498179519819,44,1173.5,35.4122448979592,25.1,61.5510204081633,29.5448979591837,NA,1176.075,0.748510748171101,0.663122658240795
"215",16707,"APPBOSA","Maersk Line A/S","3225",2016-03-14,"Barendrecht (NL)",7,"Maersk Niagara","Peru","NO CA","BANAVAC","EKOOKE FT",2016-02-16,27,43,0.0099009900990099,0,0.099009900990099,0,"1","07",2016-02-14,0.00875498179519819,44,1173.5,35.4122448979592,25.1,61.5510204081633,29.5448979591837,NA,1176.075,0.748510748171101,0.663122658240795
"216",16679,"VDCHIRA","Hamburg Sud","512",2016-03-16,"Barendrecht (NL)",7,"Cap Doukato","Peru","NO CA","BANAVAC","BIO BIO",2016-02-19,26,47,0,0,0.0869565217391304,0.0326086956521739,"1","07",2016-02-14,0.00661217200600249,43.4444444444444,1184.75,35.4122448979592,25.1,61.5510204081633,29.5448979591837,NA,1176.075,0.748510748171101,0.663122658240795
"217",16684,"VDCHIRA","Hamburg Sud","1215",2016-03-16,"Barendrecht (NL)",7,"Cap Doukato","Peru","NO CA","BANAVAC","EKOOKE ALT",2016-02-18,27,42,0,0,0.036036036036036,0,"1","07",2016-02-14,0.00661217200600249,43.4444444444444,1180.8,35.4122448979592,25.1,61.5510204081633,29.5448979591837,NA,1176.075,0.748510748171101,0.663122658240795
"218",16686,"APOQ","Hapag-Lloyd AG","12917",2016-03-16,"Barendrecht (NL)",7,"Cap Doukato","Peru","NO CA","BANAVAC","EKOOKE FT",2016-02-17,28,46,0,0,0.0288461538461538,0,"1","07",2016-02-14,0,43.3333333333333,1177.65,35.4122448979592,25.1,61.5510204081633,29.5448979591837,NA,1176.075,0.748510748171101,0.663122658240795
"219",16687,"VDCHIRA","Hamburg Sud","1452",2016-03-16,"Barendrecht (NL)",7,"Cap Doukato","Peru","NO CA","BANAVAC","EKOOKE ALT",2016-02-19,26,42,0,0,0,0,"1","07",2016-02-14,0.00661217200600249,43.4444444444444,1184.75,35.4122448979592,25.1,61.5510204081633,29.5448979591837,NA,1176.075,0.748510748171101,0.663122658240795
"220",16693,"APOQ","Hapag-Lloyd AG","13402",2016-03-16,"Barendrecht (NL)",6,"Cap Doukato","Peru","NO CA","BANAVAC","EKOOKE",2016-02-08,37,46,0,0.0204081632653061,0,0,"1","06",2016-02-07,0.0204081632653061,46,1144.55,33.8117647058824,24.7960784313725,65.84,28.5764705882353,NA,1149.74545454545,0.663122658240795,0.748510748171101
"221",16698,"APPBOSA","Hamburg Sud","5207",2016-03-16,"Barendrecht (NL)",7,"Cap Doukato","Peru","NO CA","BANAVAC","BIO BIO",2016-02-17,28,44,0,0,0.101010101010101,0,"1","07",2016-02-14,0.00875498179519819,44,1177.65,35.4122448979592,25.1,61.5510204081633,29.5448979591837,NA,1176.075,0.748510748171101,0.663122658240795
"222",16699,"APPBOSA","Hamburg Sud","1318",2016-03-16,"Barendrecht (NL)",7,"Cap Doukato","Peru","NO CA","BANAVAC","BIO BIO",2016-02-17,28,47,0.0202020202020202,0,0.0303030303030303,0,"1","07",2016-02-14,0.00875498179519819,44,1177.65,35.4122448979592,25.1,61.5510204081633,29.5448979591837,NA,1176.075,0.748510748171101,0.663122658240795
"223",16700,"APPBOSA","Hamburg Sud","7523",2016-03-16,"Barendrecht (NL)",7,"Cap Doukato","Peru","NO CA","BANAVAC","BIO BIO",2016-02-17,28,44,0.00900900900900901,0,0.036036036036036,0,"1","07",2016-02-14,0.00875498179519819,44,1177.65,35.4122448979592,25.1,61.5510204081633,29.5448979591837,NA,1176.075,0.748510748171101,0.663122658240795
"224",16701,"APPBOSA","Hamburg Sud","1706",2016-03-16,"Barendrecht (NL)",7,"Cap Doukato","Peru","NO CA","BANAVAC","BIO BIO",2016-02-19,26,44,0,0,0.0294117647058824,0,"1","07",2016-02-14,0.00875498179519819,44,1184.75,35.4122448979592,25.1,61.5510204081633,29.5448979591837,NA,1176.075,0.748510748171101,0.663122658240795
"225",16702,"APPBOSA","Hamburg Sud","7004",2016-03-16,"Barendrecht (NL)",7,"Cap Doukato","Peru","NO CA","BANAVAC","BIO BIO",2016-02-19,26,42,0.0206185567010309,0.0103092783505155,0,0,"1","07",2016-02-14,0.00875498179519819,44,1184.75,35.4122448979592,25.1,61.5510204081633,29.5448979591837,NA,1176.075,0.748510748171101,0.663122658240795
"226",16765,"VDCHIRA","Mediterranean Shipping Company BV","5421",2016-03-21,"Antwerpen (BE)",8,"MSC Vaisnhavi R.","Peru","NO CA","BANAVAC","EKOOKE",2016-02-23,27,44,0,0.0099009900990099,0.0594059405940594,0,"1","08",2016-02-21,0.00327149062476203,44.25,1198.25,34.3326530612245,24.1,73.6734693877551,28.1877551020408,NA,1200.42708333333,0.822983865893656,0.568064746731156
"227",16766,"VDCHIRA","Mediterranean Shipping Company BV","1619",2016-03-21,"Antwerpen (BE)",8,"MSC Vaisnhavi R.","Peru","NO CA","BANAVAC","EKOOKE",2016-02-23,27,45,0,0,0,0,"1","08",2016-02-21,0.00327149062476203,44.25,1198.25,34.3326530612245,24.1,73.6734693877551,28.1877551020408,NA,1200.42708333333,0.822983865893656,0.568064746731156
"228",16767,"VDCHIRA","Mediterranean Shipping Company BV","5444",2016-03-21,"Antwerpen (BE)",8,"MSC Vaishnavi R.","Peru","NO CA","BANAVAC","EKOOKE FT",2016-02-22,28,45,0,0,0,0,"1","08",2016-02-21,0.00327149062476203,44.25,1197.1,34.3326530612245,24.1,73.6734693877551,28.1877551020408,NA,1200.42708333333,0.822983865893656,0.568064746731156
"229",16768,"VDCHIRA","Seatrade Group N.V.","345",2016-03-21,"Barendrecht (NL)",8,"Nederland Reefer","Peru","NO CA","BANAVAC","EKOOKE ALT",2016-02-24,26,48,0,0,0.0303030303030303,0.0101010101010101,"1","08",2016-02-21,0.00327149062476203,44.25,1199.25,34.3326530612245,24.1,73.6734693877551,28.1877551020408,NA,1200.42708333333,0.822983865893656,0.568064746731156
"230",16784,"APPBOSA","Maersk Line A/S","5132",2016-03-21,"Barendrecht (NL)",8,"Maersk Niteroi","Peru","CA","POLYPACK","MIGROS SWM",2016-02-22,28,43,0,0.00813008130081301,0,0,"0","08",2016-02-21,0.0040650406504065,44,1197.1,34.3326530612245,24.1,73.6734693877551,28.1877551020408,NA,1200.42708333333,0.822983865893656,0.568064746731156
"231",16785,"APPBOSA","Maersk Line A/S","7503",2016-03-21,"Barendrecht (NL)",8,"Maersk Niteroi","Peru","CA","POLYPACK","MIGROS SWM",2016-02-23,27,45,0,0,0,0,"0","08",2016-02-21,0.0040650406504065,44,1198.25,34.3326530612245,24.1,73.6734693877551,28.1877551020408,NA,1200.42708333333,0.822983865893656,0.568064746731156
"232",16793,"APOQ","Seatrade Group N.V.","13103",2016-03-21,"Barendrecht (NL)",8,"Nederland Reefer","Peru","NO CA","BANAVAC","EKOOKE FT",2016-02-23,27,46,0.02,0,0.01,0,"1","08",2016-02-21,0.0102127659574468,45.3333333333333,1198.25,34.3326530612245,24.1,73.6734693877551,28.1877551020408,NA,1200.42708333333,0.822983865893656,0.568064746731156
"233",16794,"APOQ","Maersk Line A/S","12108",2016-03-21,"Barendrecht (NL)",8,"Maersk Niteroi","Peru","NO CA","BANAVAC","EKOOKE FT",2016-02-24,26,48,0.0106382978723404,0,0,0,"1","08",2016-02-21,0.0102127659574468,45.3333333333333,1199.25,34.3326530612245,24.1,73.6734693877551,28.1877551020408,NA,1200.42708333333,0.822983865893656,0.568064746731156
"234",16770,"VDCHIRA","Hapag-Lloyd AG","5503",2016-03-23,"Barendrecht (NL)",8,"Hansa Europe","Peru","NO CA","BANAVAC","EKOOKE",2016-02-24,28,44,0,0,0.0198019801980198,0,"1","08",2016-02-21,0.00327149062476203,44.25,1199.25,34.3326530612245,24.1,73.6734693877551,28.1877551020408,NA,1200.42708333333,0.822983865893656,0.568064746731156
"235",16771,"VDCHIRA","Hamburg Sud","518",2016-03-23,"Barendrecht (NL)",8,"Hansa Europe","Peru","NO CA","BANAVAC","BIO BIO",2016-02-26,26,45,0,0,0.0816326530612245,0.0408163265306122,"1","08",2016-02-21,0.00327149062476203,44.25,1207.1,34.3326530612245,24.1,73.6734693877551,28.1877551020408,NA,1200.42708333333,0.822983865893656,0.568064746731156
"236",16772,"VDCHIRA","Hamburg Sud","139",2016-03-23,"Barendrecht (NL)",8,"Hansa Europe","Peru","NO CA","BANAVAC","EKOOKE ALT",2016-02-25,27,42,0,0,0,0,"1","08",2016-02-21,0.00327149062476203,44.25,1204.45,34.3326530612245,24.1,73.6734693877551,28.1877551020408,NA,1200.42708333333,0.822983865893656,0.568064746731156
"237",16773,"VDCHIRA","Hamburg Sud","424",2016-03-23,"Barendrecht (NL)",8,"Hansa Europe","Peru","NO CA","BANAVAC","EKOOKE ALT",2016-02-26,26,46,0,0,0.0531914893617021,0,"1","08",2016-02-21,0.00327149062476203,44.25,1207.1,34.3326530612245,24.1,73.6734693877551,28.1877551020408,NA,1200.42708333333,0.822983865893656,0.568064746731156
"238",16778,"APPBOSA","Hamburg Sud","3114",2016-03-23,"Barendrecht (NL)",8,"Hansa Europe","Peru","NO CA","BANAVAC","BIO BIO",2016-02-24,28,44,0.0102040816326531,0,0,0,"1","08",2016-02-21,0.0102618196500512,44.4545454545455,1199.25,34.3326530612245,24.1,73.6734693877551,28.1877551020408,NA,1200.42708333333,0.822983865893656,0.568064746731156
"239",16779,"APPBOSA","Hamburg Sud","3223",2016-03-23,"Barendrecht (NL)",8,"Hansa Europe","Peru","NO CA","BANAVAC","BIO BIO",2016-02-23,29,44,0,0,0.0918367346938776,0,"1","08",2016-02-21,0.0102618196500512,44.4545454545455,1198.25,34.3326530612245,24.1,73.6734693877551,28.1877551020408,NA,1200.42708333333,0.822983865893656,0.568064746731156
"240",16780,"APPBOSA","Hamburg Sud","2226",2016-03-23,"Barendrecht (NL)",8,"Hansa Europe","Peru","NO CA","BANAVAC","BIO BIO",2016-02-23,29,42,0.021505376344086,0.010752688172043,0.161290322580645,0,"1","08",2016-02-21,0.0102618196500512,44.4545454545455,1198.25,34.3326530612245,24.1,73.6734693877551,28.1877551020408,NA,1200.42708333333,0.822983865893656,0.568064746731156
"241",16781,"APPBOSA","Hamburg Sud","1218",2016-03-23,"Barendrecht (NL)",8,"Hansa Europe","Peru","NO CA","BANAVAC","BIO BIO",2016-02-24,28,42,0,0,0.0543478260869565,0,"1","08",2016-02-21,0.0102618196500512,44.4545454545455,1199.25,34.3326530612245,24.1,73.6734693877551,28.1877551020408,NA,1200.42708333333,0.822983865893656,0.568064746731156
"242",16782,"APPBOSA","Hamburg Sud","910",2016-03-23,"Barendrecht (NL)",8,"Hansa Europe","Peru","NO CA","BANAVAC","BIO BIO",2016-02-24,28,43,0.0102040816326531,0,0.0816326530612245,0,"1","08",2016-02-21,0.0102618196500512,44.4545454545455,1199.25,34.3326530612245,24.1,73.6734693877551,28.1877551020408,NA,1200.42708333333,0.822983865893656,0.568064746731156
"243",16783,"APPBOSA","Hamburg Sud","1806",2016-03-23,"Barendrecht (NL)",8,"Hansa Europe","Peru","NO CA","BANAVAC","BIO BIO",2016-02-25,27,44,0.00970873786407767,0,0.135922330097087,0,"1","08",2016-02-21,0.0102618196500512,44.4545454545455,1204.45,34.3326530612245,24.1,73.6734693877551,28.1877551020408,NA,1200.42708333333,0.822983865893656,0.568064746731156
"244",16786,"APPBOSA","Maersk Line A/S","7003",2016-03-23,"Barendrecht (NL)",8,"Bomar Regent","Peru","NO CA","BANAVAC","EKOOKE FT",2016-02-22,30,50,0.0202020202020202,0.0303030303030303,0.121212121212121,0,"1","08",2016-02-21,0.0102618196500512,44.4545454545455,1197.1,34.3326530612245,24.1,73.6734693877551,28.1877551020408,NA,1200.42708333333,0.822983865893656,0.568064746731156
"245",16787,"APPBOSA","Maersk Line A/S","4005",2016-03-23,"Barendrecht (NL)",8,"Bomar Regent","Peru","NO CA","BANAVAC","EKOOKE FT",2016-02-23,29,45,0,0,0,0,"1","08",2016-02-21,0.0102618196500512,44.4545454545455,1198.25,34.3326530612245,24.1,73.6734693877551,28.1877551020408,NA,1200.42708333333,0.822983865893656,0.568064746731156
"246",16853,"APPBOSA","Hamburg Sud","3611",2016-03-23,"Barendrecht (NL)",8,"Hansa Europe","Peru","NO CA","BANAVAC","EKOOKE FT",2016-02-25,27,47,0,0,0.0204081632653061,0,"1","08",2016-02-21,0.0102618196500512,44.4545454545455,1204.45,34.3326530612245,24.1,73.6734693877551,28.1877551020408,NA,1200.42708333333,0.822983865893656,0.568064746731156
"247",16854,"APPBOSA","Hamburg Sud","918",2016-03-23,"Barendrecht (NL)",8,"Hansa Europe","Peru","NO CA","BANAVAC","EKOOKE FT",2016-02-25,27,48,0,0,0,0,"1","08",2016-02-21,0.0102618196500512,44.4545454545455,1204.45,34.3326530612245,24.1,73.6734693877551,28.1877551020408,NA,1200.42708333333,0.822983865893656,0.568064746731156
"248",16859,"VDCHIRA","Hapag-Lloyd AG","5517",2016-03-23,"Barendrecht (NL)",8,"Hansa Europe","Peru","NO CA","BANAVAC","EKOOKE FT",2016-02-25,27,42,0,0,0,0,"1","08",2016-02-21,0.00327149062476203,44.25,1204.45,34.3326530612245,24.1,73.6734693877551,28.1877551020408,NA,1200.42708333333,0.822983865893656,0.568064746731156
"249",16774,"VDCHIRA","Maersk Line A/S","720",2016-03-25,"Barendrecht (NL)",7,"Nysted Maersk","Peru","CA","POLYPACK","MIGROS SWM",2016-02-20,34,42,0,0,0.00833333333333333,0,"0","07",2016-02-14,0.00390625,43,1188.85,35.4122448979592,25.1,61.5510204081633,29.5448979591837,NA,1176.075,0.748510748171101,0.663122658240795
"250",16860,"VDCHIRA","Mediterranean Shipping Company BV","5413",2016-03-29,"Antwerpen (BE)",9,"Barbara","Peru","NO CA","BANAVAC","EKOOKE",2016-02-29,29,43,0.0087719298245614,0.0087719298245614,0.0175438596491228,0,"1","09",2016-02-28,0.0178486893973415,43.5555555555556,1210.6,32.93125,23.6083333333333,75.3829787234042,27.5625,NA,1212.4925,0.88545602565321,0.464723172043769
"251",16861,"VDCHIRA","Mediterranean Shipping Company BV","1621",2016-03-29,"Antwerpen (BE)",9,"Barbara","Peru","NO CA","BANAVAC","EKOOKE",2016-03-01,28,42,0,0,0,0,"1","09",2016-02-28,0.0178486893973415,43.5555555555556,1212.35,32.93125,23.6083333333333,75.3829787234042,27.5625,NA,1212.4925,0.88545602565321,0.464723172043769
"252",16862,"VDCHIRA","Mediterranean Shipping Company BV","5430",2016-03-29,"Antwerpen (BE)",9,"Barbara","Peru","NO CA","BANAVAC","EKOOKE FT",2016-03-01,28,45,0.0204081632653061,0,0.0408163265306122,0,"1","09",2016-02-28,0.0178486893973415,43.5555555555556,1212.35,32.93125,23.6083333333333,75.3829787234042,27.5625,NA,1212.4925,0.88545602565321,0.464723172043769
"253",16863,"VDCHIRA","Seatrade Group N.V.","1486",2016-03-29,"Barendrecht (NL)",9,"Swedish Reefer","Peru","NO CA","BANAVAC","EKOOKE ALT",2016-03-01,28,44,0,0,0.00934579439252336,0,"1","09",2016-02-28,0.0178486893973415,43.5555555555556,1212.35,32.93125,23.6083333333333,75.3829787234042,27.5625,NA,1212.4925,0.88545602565321,0.464723172043769
"254",16864,"VDCHIRA","Seatrade Group N.V.","1461",2016-03-29,"Barendrecht (NL)",9,"Swedish Reefer","Peru","NO CA","BANAVAC","EKOOKE",2016-03-02,27,44,0,0,0.0784313725490196,0,"1","09",2016-02-28,0.0178486893973415,43.5555555555556,1213.15,32.93125,23.6083333333333,75.3829787234042,27.5625,NA,1212.4925,0.88545602565321,0.464723172043769
"255",16870,"VDCHIRA","Maersk Line A/S","302",2016-03-29,"Barendrecht (NL)",8,"Nysted Maersk","Peru","NO CA","POLYPACK","MIGROS SWM",2016-02-28,30,42,0,0,0,0,"0","08",2016-02-28,0.0178486893973415,43.5555555555556,1210.45,34.3326530612245,24.1,73.6734693877551,28.1877551020408,NA,1212.4925,0.822983865893656,0.568064746731156
"256",16871,"APOQ","Seatrade Group N.V.","11111",2016-03-29,"Barendrecht (NL)",9,"Swedish Reefer","Peru","NO CA","BANAVAC","EKOOKE",2016-03-01,28,44,0.0099009900990099,0,0,0,"1","09",2016-02-28,0.0099009900990099,44,1212.35,32.93125,23.6083333333333,75.3829787234042,27.5625,NA,1212.4925,0.88545602565321,0.464723172043769
"257",16881,"APPBOSA","Maersk Line A/S","2511",2016-03-29,"Barendrecht (NL)",9,"Nysted Maersk","Peru","NO CA","BANAVAC","EKOOKE",2016-02-29,29,42,0.01,0,0.07,0,"1","09",2016-02-28,0.0153823047165053,43.6666666666667,1210.6,32.93125,23.6083333333333,75.3829787234042,27.5625,NA,1212.4925,0.88545602565321,0.464723172043769
"258",16883,"APPBOSA","Maersk Line A/S","4220",2016-03-29,"Barendrecht (NL)",9,"Nysted Maersk","Peru","NO CA","BANAVAC","EKOOKE ALT",2016-03-01,28,43,0.0099009900990099,0,0.0198019801980198,0,"1","09",2016-02-28,0.0153823047165053,43.6666666666667,1212.35,32.93125,23.6083333333333,75.3829787234042,27.5625,NA,1212.4925,0.88545602565321,0.464723172043769
"259",16884,"APPBOSA","Maersk Line A/S","2513",2016-03-29,"Barendrecht (NL)",9,"Nysted Maersk","Peru","CA","POLYPACK","MIGROS SWM",2016-02-29,29,44,0,0,0,0,"0","09",2016-02-28,0,42.6666666666667,1210.6,32.93125,23.6083333333333,75.3829787234042,27.5625,NA,1212.4925,0.88545602565321,0.464723172043769
"260",16886,"APPBOSA","Maersk Line A/S","1408",2016-03-29,"Barendrecht (NL)",9,"Nysted Maersk","Peru","CA","POLYPACK","MIGROS SWM",2016-02-29,29,44,0,0,0.00833333333333333,0,"0","09",2016-02-28,0,42.6666666666667,1210.6,32.93125,23.6083333333333,75.3829787234042,27.5625,NA,1212.4925,0.88545602565321,0.464723172043769
"261",16865,"VDCHIRA","Hamburg Sud","1402",2016-03-30,"Barendrecht (NL)",9,"Chopin","Peru","NO CA","BANAVAC","BIO BIO",2016-03-04,26,44,0.0326086956521739,0.0108695652173913,0.108695652173913,0.0217391304347826,"1","09",2016-02-28,0.0178486893973415,43.5555555555556,1214.9,32.93125,23.6083333333333,75.3829787234042,27.5625,NA,1212.4925,0.88545602565321,0.464723172043769
"262",16867,"VDCHIRA","Hamburg Sud","1003",2016-03-30,"Barendrecht (NL)",9,"Chopin","Peru","NO CA","BANAVAC","EKOOKE ALT",2016-03-04,26,42,0.0099009900990099,0.0396039603960396,0.099009900990099,0,"1","09",2016-02-28,0.0178486893973415,43.5555555555556,1214.9,32.93125,23.6083333333333,75.3829787234042,27.5625,NA,1212.4925,0.88545602565321,0.464723172043769
"263",16872,"APPBOSA","Hamburg Sud","1703",2016-03-30,"Barendrecht (NL)",9,"Chopin","Peru","NO CA","BANAVAC","EKOOKE FT",2016-03-02,28,46,0.0196078431372549,0,0.00980392156862745,0,"1","09",2016-02-28,0.0153823047165053,43.6666666666667,1213.15,32.93125,23.6083333333333,75.3829787234042,27.5625,NA,1212.4925,0.88545602565321,0.464723172043769
"264",16874,"APPBOSA","Hamburg Sud","5201",2016-03-30,"Barendrecht (NL)",9,"Chopin","Peru","NO CA","BANAVAC","BIO BIO",2016-03-01,29,45,0,0,0.0294117647058824,0,"1","09",2016-02-28,0.0153823047165053,43.6666666666667,1212.35,32.93125,23.6083333333333,75.3829787234042,27.5625,NA,1212.4925,0.88545602565321,0.464723172043769
